Timestamp,Qual é o seu cargo atualmente?,Qual é sua senioridade?,Regime de contratação,Qual é o seu salário mensal bruto? (Informe a moeda),Qual é seu gênero?,Em qual região do Brasil você mora?,Modelo de Atuação,Trabalho remoto,Você cria ou dá manutenção em testes automatizados em seu trabalho?,Moeda,Você foi afetado pela onda de demissões em massa nos últimos 6 meses?,"Se você foi atingido pelo lay-off, o que aconteceu com seu salário ao voltar?"
12/7/23 10:20,Analista de Qualidade (QA),Júnior,CLT,3223,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:22,Analista de Qualidade (QA),Júnior,CLT,4300,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:23,Engenheiro de Qualidade (QA Engineer),Pleno,PJ,2560,Masculino,Sudeste,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:23,Analista de Qualidade (QA),Pleno,CLT,6000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:24,Executor de Testes,Estágio,Contrato,2000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:28,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,11000,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:29,Analista de Qualidade (QA),Sênior,CLT,6437,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:29,Automatizador de Testes,Sênior,PJ,14960,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 10:30,Analista de Qualidade (QA),Sênior,PJ,7000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário menor
12/7/23 10:30,Analista de Qualidade (QA),Pleno,CLT,6817,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com o mesmo salário
12/7/23 10:31,Analista de Qualidade (QA),Júnior,CLT,4200,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:31,Analista de Qualidade (QA),Sênior,CLT,8700,Feminino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:32,Analista de Testes,Pleno,CLT,3500,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/7/23 10:33,Automatizador de Testes,Pleno,CLT,3758,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:33,Automatizador de Testes,Pleno,CLT,9000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário maior
12/7/23 10:35,Executor de Testes,Especialista,PJ,2500,Feminino,Sul,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:40,Analista de Qualidade (QA),Pleno,CLT,4000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:44,Analista de Testes,Pleno,CLT,7000,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:46,Analista de Qualidade (QA),Pleno,PJ,8000,Feminino,Centro-Oeste,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:47,Analista de Testes,Júnior,CLT,3957,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:47,Analista de Testes,Pleno,CLT,4750,Masculino,Norte,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário maior
12/7/23 10:49,Analista de Qualidade (QA),Pleno,CLT,8411.77,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário maior
12/7/23 10:50,Analista de Testes,Sênior,CLT,10000,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:52,Analista de Testes,Pleno,CLT,7500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:54,Analista de Qualidade (QA),Sênior,PJ,11500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 10:57,Engenheiro de Qualidade (QA Engineer),Júnior,CLT,7000,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 10:57,Engenheiro de Qualidade (QA Engineer),Júnior,PJ,3800,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:00,Analista de Qualidade (QA),Júnior,CLT,3000,Feminino,Sul,Presencial,Eu não fui contratado(a) para trabalho remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:01,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,9800,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:02,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,12000,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:04,Analista de Qualidade (QA),Pleno,PJ,9000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com o mesmo salário
12/7/23 11:04,Analista de Testes,Sênior,CLT,7500,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 11:08,Analista de Qualidade (QA),Júnior,CLT,7500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 11:10,Analista de Qualidade (QA),Pleno,CLT,7300,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:10,Analista de Qualidade (QA),Pleno,PJ,9000,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:17,Analista de Qualidade (QA),Júnior,CLT,4330,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:23,Engenheiro de Qualidade (QA Engineer),Sênior,PJ,7000,Masculino,Sul,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",NZD,Não,Não fui atingido por lay-offs
12/7/23 11:24,Analista de Testes,Júnior,PJ,4500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:27,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,8000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário maior
12/7/23 11:32,Analista de Testes,Júnior,CLT,3432,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:39,Executor de Testes,Júnior,CLT,2800,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:44,Analista de Testes,Pleno,CLT,3500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:47,Analista de Testes,Júnior,PJ,3100,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:48,Analista de Qualidade (QA),Pleno,CLT,5500,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:49,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,9000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 11:54,Analista de Qualidade (QA),Júnior,CLT,3300,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 11:58,Analista de Testes,Júnior,CLT,3976,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 12:06,Analista de Qualidade (QA),Pleno,CLT,5800,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:15,Analista de Qualidade (QA),Sênior,CLT,12500,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário menor
12/7/23 12:19,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,15152,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:22,Analista de Testes,Pleno,CLT,3400,Feminino,Norte,Presencial,Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 12:24,Analista de Qualidade (QA),Júnior,CLT,3000,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 12:26,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,10850,Masculino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:27,Líder de Testes,Sênior,Contrato,12000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:37,Analista de Testes,Júnior,PJ,3200,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,Não,BRL,Sim,Voltei do layoff com o mesmo salário
12/7/23 12:39,Executor de Testes,Júnior,CLT,3200,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:46,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,9000,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:49,Analista de Qualidade (QA),Júnior,CLT,3780,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 12:50,Engenheiro de Qualidade (QA Engineer),Júnior,CLT,6882.23,Masculino,Nordeste,Presencial,Eu trabalhava remoto e a empresa forçou trabalharmos presencial,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 13:11,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,16000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 13:17,Analista de Qualidade (QA),Sênior,CLT,9000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com o mesmo salário
12/7/23 13:19,Analista de Qualidade (QA),Júnior,CLT,3600,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 13:20,Líder de Testes,Pleno,PJ,6000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 13:23,Analista de Testes,Estágio,Contrato,1300,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 13:34,Analista de Qualidade (QA),Júnior,CLT,3300,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 13:42,Analista de Testes,Pleno,PJ,4000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário maior
12/7/23 13:53,Analista de Qualidade (QA),Sênior,CLT,8000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 14:00,Analista de Testes,Júnior,CLT,3500,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 14:09,Analista de Testes,Júnior,PJ,3500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/7/23 14:16,Analista de Testes,Pleno,CLT,9700,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 14:32,Analista de Testes,Pleno,CLT,7500,Masculino,Norte,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 14:40,Analista de Testes,Júnior,PJ,3500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 15:15,Engenheiro de Qualidade (QA Engineer),Pleno,PJ,9500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário maior
12/7/23 15:27,Automatizador de Testes,Pleno,CLT,7800,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 15:36,Analista de Qualidade (QA),Júnior,PJ,3000,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário maior
12/7/23 15:39,Analista de Testes,Pleno,CLT,7500,Feminino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 15:46,Engenheiro de Qualidade (QA Engineer),Júnior,CLT,4339,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 15:53,Automatizador de Testes,Pleno,PJ,10000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 16:01,Analista de Testes,Pleno,CLT,7000,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 16:16,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,10000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 16:21,Analista de Qualidade (QA),Sênior,CLT,14000,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 16:23,Analista de Testes,Pleno,CLT,3649,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 16:24,Engenheiro de Qualidade (QA Engineer),Especialista,CLT,13800,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 16:31,Automatizador de Testes,Júnior,CLT,4850,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 16:32,Líder de Testes,Especialista,CLT,13900,Masculino,Nordeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 16:43,Analista de Qualidade (QA),Júnior,CLT,6088,Feminino,Norte,Presencial,Eu trabalhava remoto e a empresa forçou trabalharmos presencial,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 17:04,Engenheiro de Qualidade (QA Engineer),Sênior,PJ,13000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:08,Analista de Testes,Júnior,CLT,4480,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 17:09,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,12400,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:17,Analista de Qualidade (QA),Pleno,CLT,8419,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Voltei do layoff com salário maior
12/7/23 17:18,Analista de Qualidade (QA),Pleno,CLT,8500,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:19,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,6700,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:27,Engenheiro de Qualidade (QA Engineer),Pleno,PJ,8000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:27,Analista de Qualidade (QA),Júnior,CLT,3500,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:31,Analista de Qualidade (QA),Júnior,CLT,5122,Feminino,Sul,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 17:36,Analista de Qualidade (QA),Júnior,CLT,3500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 17:38,Analista de Qualidade (QA),Pleno,CLT,7294,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 18:21,Engenheiro de Qualidade (QA Engineer),Especialista,PJ,11000,Masculino,Sul,Remoto para empresa no Brasil,Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 18:33,Analista de Testes,Pleno,CLT,4500,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 18:37,Analista de Qualidade (QA),Sênior,CLT,6500,Masculino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/7/23 18:45,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,11000,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 18:58,Analista de Qualidade (QA),Pleno,CLT,7700,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 19:16,Analista de Qualidade (QA),Júnior,CLT,2590,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 19:21,Gerente de Qualidade (QA Manager),Júnior,PJ,22000,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Fui atingido por lay-offs e ainda não retornei
12/7/23 19:35,Analista de Qualidade (QA),Pleno,CLT,5500,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 19:37,Analista de Testes,Júnior,CLT,3500,Masculino,Centro-Oeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário maior
12/7/23 19:43,Analista de Qualidade (QA),Sênior,CLT,8000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,Não,BRL,Sim,Voltei do layoff com salário maior
12/7/23 19:52,Analista de Qualidade (QA),Pleno,CLT,4500,Prefiro não dizer,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 20:16,Automatizador de Testes,Sênior,CLT,12000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Fui atingido por lay-offs e ainda não retornei
12/7/23 20:29,Analista de Testes,Pleno,CLT,6000,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/7/23 20:33,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,9500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 21:23,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,12000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com o mesmo salário
12/7/23 21:46,Analista de Testes,Pleno,CLT,7740.91,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/7/23 21:53,Gerente de Testes,Especialista,CLT,16650,Masculino,Norte,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário maior
12/7/23 21:58,Analista de Qualidade (QA),Sênior,CLT,10900,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/7/23 22:21,Líder de Testes,Sênior,CLT,8833.15,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Fui atingido por lay-offs e ainda não retornei
